date,published_at,patch_title,champion,patch_url,patch_summary,base_stats_changes,passive_changes,q_changes,w_changes,e_changes,r_changes,other_changes,champion_update
2023-02-07,2023-02-07 19:00:00+00:00,Patch 13.3 Notes,Kayn,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-3-notes/,"{'type': 'html', 'body': 'Get ready for an out-of-this-world patch, it’s 13.3!'}",,,"[Q - Reaping Slash]
Physical Damage : 75/95/115/135/155 (+65% bonus AD) ⇒ 75/95/115/135/155 (+80% bonus AD) (Note: This will not affect Rhaast’s damage, as he has separate Q values)",,,,"Passive Shadow Assassin damage increased. Q AD scaling increased.
Passive - The Darkin Scythe
Shadow Assassin Bonus : 13-40% (based on level) of post-mitigation damage to champions is repeated as magic damage for the first 3 seconds of damaging champions ⇒ 15-45% (based on level) of post-mitigation damage to champions is repeated as magic damage for the first 3 seconds of damaging champions","Passive Shadow Assassin damage increased. Q AD scaling increased.
Passive - The Darkin Scythe
Shadow Assassin Bonus : 13-40% (based on level) of post-mitigation damage to champions is repeated as magic damage for the first 3 seconds of damaging champions ⇒ 15-45% (based on level) of post-mitigation damage to champions is repeated as magic damage for the first 3 seconds of damaging champions
Q - Reaping Slash
Physical Damage : 75/95/115/135/155 (+65% bonus AD) ⇒ 75/95/115/135/155 (+80% bonus AD) (Note: This will not affect Rhaast’s damage, as he has separate Q values)"
2023-02-07,2023-02-07 19:00:00+00:00,Patch 13.3 Notes,LeBlanc,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-3-notes/,"{'type': 'html', 'body': 'Get ready for an out-of-this-world patch, it’s 13.3!'}","[Base Stats]
Mana Regeneration : 6 ⇒ 8
Mana Regeneration Growth : 0.8 ⇒ 1",,"[Q - Sigil of Malice]
Mana Cost : 50/55/60/65/70 ⇒ 50 at all ranks",,,"[R - Mimic]
Cooldown : 60/45/30 seconds ⇒ 50/40/30 seconds",Mana Regeneration and Mana Regeneration growth increased. Q mana cost now flat at all ranks. R cooldown decreased early.,"Mana Regeneration and Mana Regeneration growth increased. Q mana cost now flat at all ranks. R cooldown decreased early.
Base Stats
Mana Regeneration : 6 ⇒ 8
Mana Regeneration Growth : 0.8 ⇒ 1
Q - Sigil of Malice
Mana Cost : 50/55/60/65/70 ⇒ 50 at all ranks
R - Mimic
Cooldown : 60/45/30 seconds ⇒ 50/40/30 seconds"
2023-02-07,2023-02-07 19:00:00+00:00,Patch 13.3 Notes,Lee Sin,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-3-notes/,"{'type': 'html', 'body': 'Get ready for an out-of-this-world patch, it’s 13.3!'}",,,"[Q - Sonic Wave / Resonating Strike]
Sonic Wave Physical Damage : 55/80/105/130/155 (+100% bonus AD) ⇒ 55/80/105/130/155 (+110% bonus AD)
Resonating Strike Minimum Physical Damage : 55/80/105/130/155 (+100% bonus AD) ⇒ 55/80/105/130/155 (+110% bonus AD) (Note: Maximum damage is still double the value of the minimum damage)",,"[E - Tempest / Cripple]
Total Damage : 100/130/160/190/220 (+100% bonus AD) ⇒ 35/65/95/125/155 (+100% total AD)
Slow : 20/30/40/50/60% ⇒ 20/35/50/65/80%",,"Q AD ratio increased. E base damage decreased, slow increased.","Q AD ratio increased. E base damage decreased, slow increased.
Q - Sonic Wave / Resonating Strike
Sonic Wave Physical Damage : 55/80/105/130/155 (+100% bonus AD) ⇒ 55/80/105/130/155 (+110% bonus AD)
Resonating Strike Minimum Physical Damage : 55/80/105/130/155 (+100% bonus AD) ⇒ 55/80/105/130/155 (+110% bonus AD) (Note: Maximum damage is still double the value of the minimum damage)
E - Tempest / Cripple
Total Damage : 100/130/160/190/220 (+100% bonus AD) ⇒ 35/65/95/125/155 (+100% total AD)
Slow : 20/30/40/50/60% ⇒ 20/35/50/65/80%"
2023-02-07,2023-02-07 19:00:00+00:00,Patch 13.3 Notes,Trundle,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-3-notes/,"{'type': 'html', 'body': 'Get ready for an out-of-this-world patch, it’s 13.3!'}",,,,"[W - Frozen Domain]
Cooldown : 18/17/16/15/14 seconds ⇒ 16/15/14/13/12 seconds
Important Information
Show me ya moves! : Trundle’s dance speed now scales with Trundle’s move speed.",,,W cooldown decreased at all ranks. Discovered his passion for dancing.,"W cooldown decreased at all ranks. Discovered his passion for dancing.
W - Frozen Domain
Cooldown : 18/17/16/15/14 seconds ⇒ 16/15/14/13/12 seconds
Important Information
Show me ya moves! : Trundle’s dance speed now scales with Trundle’s move speed."
2023-02-07,2023-02-07 19:00:00+00:00,Patch 13.3 Notes,Zac,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-3-notes/,"{'type': 'html', 'body': 'Get ready for an out-of-this-world patch, it’s 13.3!'}",,,,"[W - Unstable Matter]
Magic Damage : 35/50/65/80/95 (+4/5/6/7/8% (+4% per 100 AP) of target's maximum health ⇒ 35/50/65/80/95 (+4/5/6/7/8% (+3% per 100 AP) of target's maximum health","[E - Elastic Slingshot]
Magic Damage : 60/110/160/210/260 (+90% AP) ⇒ 60/105/150/195/240 (+80% AP)",,W AP scaling decreased. E AP scaling decreased.,"W AP scaling decreased. E AP scaling decreased.
W - Unstable Matter
Magic Damage : 35/50/65/80/95 (+4/5/6/7/8% (+4% per 100 AP) of target's maximum health ⇒ 35/50/65/80/95 (+4/5/6/7/8% (+3% per 100 AP) of target's maximum health
E - Elastic Slingshot
Magic Damage : 60/110/160/210/260 (+90% AP) ⇒ 60/105/150/195/240 (+80% AP)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Gangplank,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}","[Base Stats]
AD Growth : 4 ⇒ 3.7",,,,"[E - Powder Keg]
Bonus Damage on Critical Strikes : 10% ⇒ 5%",,AD growth decreased. E bonus damage on critical strikes decreased.,"AD growth decreased. E bonus damage on critical strikes decreased.
Base Stats
AD Growth : 4 ⇒ 3.7
E - Powder Keg
Bonus Damage on Critical Strikes : 10% ⇒ 5%"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Heimerdinger,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - H-28G Evolution Turret]
Turret Health : 175-700 (based on level) (+5%-40% (based on level) AP) ⇒ 130-640 (based on level) (+5%-45% (based on level) AP)","[W - Hextech Micro-Rockets]
Initial Magic Damage : 50/75/100/125/150 (+45% AP) ⇒ 40/65/90/115/140 (+55% AP)",,,Q turret health decreased. W magic damage decreased.,"Q turret health decreased. W magic damage decreased.
Q - H-28G Evolution Turret
Turret Health : 175-700 (based on level) (+5%-40% (based on level) AP) ⇒ 130-640 (based on level) (+5%-45% (based on level) AP)
W - Hextech Micro-Rockets
Initial Magic Damage : 50/75/100/125/150 (+45% AP) ⇒ 40/65/90/115/140 (+55% AP)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Kassadin,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,,,"[E - Force Pulse]
Cooldown : 21/19/17/15/13 seconds ⇒ 21/20/19/18/17 seconds",,E cooldown increased.,"E cooldown increased.
E - Force Pulse
Cooldown : 21/19/17/15/13 seconds ⇒ 21/20/19/18/17 seconds"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Kindred,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - Dance of Arrows]
Physical Damage : 60/85/110/135/160 (+75% Bonus AD) ⇒ 50/75/100/125/150 (+75% Bonus AD)",,,,Q base damage decreased.,"Q base damage decreased.
Q - Dance of Arrows
Physical Damage : 60/85/110/135/160 (+75% Bonus AD) ⇒ 50/75/100/125/150 (+75% Bonus AD)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Lillia,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - Blooming Blows]
Magic Damage : 35/45/55/65/75 (+40% AP) ⇒ 35/45/55/65/75 (+45% AP)
Outer Edge True Damage : 35/45/55/65/75 (+40% AP) ⇒ 35/45/55/65/75 (+45% AP)",,"[E - Swirlseed]
Magic Damage : 70/95/120/145/170 (+45% AP) ⇒ 70/95/120/145/170 (+60% AP)
Cooldown : 16 seconds at all ranks ⇒ 14 seconds",,"Passive AP scaling increased. Q AP scaling increased. E AP scaling increased, cooldown now decreases with rank.
Passive - Dream-Laden Bough
Magic Damage : 5% (+1.2% per 100 AP) of target’s maximum health ⇒ 5% (+1.5% per 100 AP) of target’s maximum health","Passive AP scaling increased. Q AP scaling increased. E AP scaling increased, cooldown now decreases with rank.
Passive - Dream-Laden Bough
Magic Damage : 5% (+1.2% per 100 AP) of target’s maximum health ⇒ 5% (+1.5% per 100 AP) of target’s maximum health
Q - Blooming Blows
Magic Damage : 35/45/55/65/75 (+40% AP) ⇒ 35/45/55/65/75 (+45% AP)
Outer Edge True Damage : 35/45/55/65/75 (+40% AP) ⇒ 35/45/55/65/75 (+45% AP)
E - Swirlseed
Magic Damage : 70/95/120/145/170 (+45% AP) ⇒ 70/95/120/145/170 (+60% AP)
Cooldown : 16 seconds at all ranks ⇒ 14 seconds"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Lucian,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}","[Base Stats]
Base Mana : 349 ⇒ 320
Mana Growth : 38 ⇒ 43
Base Mana Regeneration : 8.18 ⇒ 7
Mana Regeneration Growth : 0.7 ⇒ 0.8",,,,,,"Base mana decreased, growth increased (buffed at level 9). Base mana regeneration decreased, growth increased (buffed at level 14).","Base mana decreased, growth increased (buffed at level 9). Base mana regeneration decreased, growth increased (buffed at level 14).
Base Stats
Base Mana : 349 ⇒ 320
Mana Growth : 38 ⇒ 43
Base Mana Regeneration : 8.18 ⇒ 7
Mana Regeneration Growth : 0.7 ⇒ 0.8"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Maokai,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - Bramble Smash]
Bonus Damage to Monsters : 120/140/160/180/200 ⇒ 100/120/140/160/180",,"[E - Sapling Toss]
Magic Damage : 55/80/105/130/155 (+6% bonus health) (+40% AP) ⇒ 55/80/105/130/155 (+5% bonus health) (+35% AP)
Empowered Sapling Magic Damage : 110/160/210/260/310 (+12% bonus health) (+80% AP) ⇒ 110/160/210/260/310 (+10% bonus health) (+70% AP)",,Q bonus damage to monsters decreased. E magic damage decreased.,"Q bonus damage to monsters decreased. E magic damage decreased.
Q - Bramble Smash
Bonus Damage to Monsters : 120/140/160/180/200 ⇒ 100/120/140/160/180
E - Sapling Toss
Magic Damage : 55/80/105/130/155 (+6% bonus health) (+40% AP) ⇒ 55/80/105/130/155 (+5% bonus health) (+35% AP)
Empowered Sapling Magic Damage : 110/160/210/260/310 (+12% bonus health) (+80% AP) ⇒ 110/160/210/260/310 (+10% bonus health) (+70% AP)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Nami,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,,"[W - Ebb and Flow]
Magic Damage : 70/110/150/190/230 (+50% AP) ⇒ 60/100/140/180/220 (+55% AP)","[E - Tidecaller’s Blessing]
Bonus Magic Damage per Hit : 25/40/55/70/85 (+20% AP) ⇒ 20/35/50/65/80 (+20% AP)",,W adjusted. E base damage decreased.,"W adjusted. E base damage decreased.
W - Ebb and Flow
Magic Damage : 70/110/150/190/230 (+50% AP) ⇒ 60/100/140/180/220 (+55% AP)
E - Tidecaller’s Blessing
Bonus Magic Damage per Hit : 25/40/55/70/85 (+20% AP) ⇒ 20/35/50/65/80 (+20% AP)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Orianna,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - Command: Attack]
Pass Through Damage Reduction : The ball deals 100% damage to the first target hit and damage afterwards is reduced by 10% per enemy hit ⇒ The ball deals 100% damage to the first target hit and damage afterwards is reduced to 70% to all enemies hit after the first","[W - Command: Dissonance]
Mana Cost : 70/80/90/100/110 ⇒ 70/75/ 80/85/90",,"[R - Command: Shockwave]
Magic Damage : 200/275/350 (+80% AP) ⇒ 250/350/450 (+90% AP)","Passive damage adjusted. Q damage increased to consecutive targets. W mana cost decreased. R damage increased.
Passive - Clockwork Windup
updated Tik Tok : 10-50 (levels 1, 4, 7, 10, 13, and 16) ⇒ 10-50 (levels 1-18) (Note: Damage is unchanged)","Passive damage adjusted. Q damage increased to consecutive targets. W mana cost decreased. R damage increased.
Passive - Clockwork Windup
updated Tik Tok : 10-50 (levels 1, 4, 7, 10, 13, and 16) ⇒ 10-50 (levels 1-18) (Note: Damage is unchanged)
Q - Command: Attack
Pass Through Damage Reduction : The ball deals 100% damage to the first target hit and damage afterwards is reduced by 10% per enemy hit ⇒ The ball deals 100% damage to the first target hit and damage afterwards is reduced to 70% to all enemies hit after the first
W - Command: Dissonance
Mana Cost : 70/80/90/100/110 ⇒ 70/75/ 80/85/90
R - Command: Shockwave
Magic Damage : 200/275/350 (+80% AP) ⇒ 250/350/450 (+90% AP)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Ryze,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}","[Base Stats]
Magic Resistance : 36 ⇒ 32
Passive - Arcane Mastery
Increased Maximum Mana : 10% per 100 AP ⇒ 6% per 100 AP",,,,,,Base magic resist decreased. Passive AP scaling decreased.,"Base magic resist decreased. Passive AP scaling decreased.
Base Stats
Magic Resistance : 36 ⇒ 32
Passive - Arcane Mastery
Increased Maximum Mana : 10% per 100 AP ⇒ 6% per 100 AP"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Udyr,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,"[Q - Wilding Claw]
Bonus Physical Damage : 3/4/5/6/7/8% (+5% per 100 bonus AD) ⇒ 3/4/5/6/7/8% (+4% per 100 bonus AD)
Bonus Attack Speed : 20/30/40/50/60/70% ⇒ 20/32/44/56/68/80%",,,"[R - Wingborne Storm]
Base Damage per Tick : 10/20/30/40/50/60 ⇒ 10/19/28/37/46/55","Q AD scaling decreased, attack speed increased. R base damage decreased.","Q AD scaling decreased, attack speed increased. R base damage decreased.
Q - Wilding Claw
Bonus Physical Damage : 3/4/5/6/7/8% (+5% per 100 bonus AD) ⇒ 3/4/5/6/7/8% (+4% per 100 bonus AD)
Bonus Attack Speed : 20/30/40/50/60/70% ⇒ 20/32/44/56/68/80%
R - Wingborne Storm
Base Damage per Tick : 10/20/30/40/50/60 ⇒ 10/19/28/37/46/55"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Yuumi,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}","[Base Stats]
Attack Range : 500 ⇒ 425
Base Attack Damage : 55 ⇒ 49
Base Health : 550 ⇒ 500
Base Health Regeneration : 7 ⇒ 5
Passive - Bop 'n' Block
new Attack Range : When Bop ‘n’ Block is ready Yuumi will gain 25 bonus range for that attack only .
Shield Strength : 60-380 (based on level) ⇒ 45-300 (based on level)",,,"[W - You and Me!]
Adaptive Force : 12-20 (+12-20% of bonus) ⇒ 12-20 (+6-10% of bonus)","[E - Zoomies]
removed Movement Speed : 20% (+2% per 100 AP) ⇒ 20% (Note: AP ratio was removed)",,Attack range decreased. Passive now temporarily increases attack range.,"Attack range decreased. Passive now temporarily increases attack range.
Base Stats
Attack Range : 500 ⇒ 425
Base Attack Damage : 55 ⇒ 49
Base Health : 550 ⇒ 500
Base Health Regeneration : 7 ⇒ 5
Passive - Bop 'n' Block
new Attack Range : When Bop ‘n’ Block is ready Yuumi will gain 25 bonus range for that attack only .
Shield Strength : 60-380 (based on level) ⇒ 45-300 (based on level)
W - You and Me!
Adaptive Force : 12-20 (+12-20% of bonus) ⇒ 12-20 (+6-10% of bonus)
E - Zoomies
removed Movement Speed : 20% (+2% per 100 AP) ⇒ 20% (Note: AP ratio was removed)"
2023-01-24,2023-01-24 19:00:00+00:00,Patch 13.1B notes,Zoe,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1b-notes/,"{'type': 'html', 'body': 'Happy (belated) Lunar New Year! Mark(smen) your calendars because patch 13.1B has tons of ADC adjustments!'}",,,,,"[E - Sleepy Trouble Bubble]
new Putting the Trouble in the Bubble : Enemies inflicted with sleep from Zoe’s Sleepy Trouble Bubble now have their Magic Resist reduced by 20/22.5/25/27.5/30%. (Note: This debuff disappears when the target is woken up.)",,E now reduces the opponent's magic resist when asleep.,"E now reduces the opponent's magic resist when asleep.
E - Sleepy Trouble Bubble
new Putting the Trouble in the Bubble : Enemies inflicted with sleep from Zoe’s Sleepy Trouble Bubble now have their Magic Resist reduced by 20/22.5/25/27.5/30%. (Note: This debuff disappears when the target is woken up.)"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Aatrox,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}",,,,,"[E - Umbral Dash]
Passive Increased Healing during World Ender : 25/30/35/40/45% ⇒ 20/24/28/32/36%","[R - World Ender]
Bonus Movement Speed : 60/80/100% ⇒ 50/65/80%","Passive damage decreased. E increased healing from R decreased. R bonus movement speed decreased.
Passive - Deathbringer Stance
Bonus Percent Maximum Health Damage : 5-12% (based on level) ⇒ 4-10% (based on level)","Passive damage decreased. E increased healing from R decreased. R bonus movement speed decreased.
Passive - Deathbringer Stance
Bonus Percent Maximum Health Damage : 5-12% (based on level) ⇒ 4-10% (based on level)
E - Umbral Dash
Passive Increased Healing during World Ender : 25/30/35/40/45% ⇒ 20/24/28/32/36%
R - World Ender
Bonus Movement Speed : 60/80/100% ⇒ 50/65/80%"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Dr. Mundo,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}","[Base Stats]
Base Health : 653 ⇒ 613
Armor Growth : 4.2 ⇒ 3.7",,,,"[E - Blunt Force Trauma]
Bonus Attack Damage : 2.5/3/3.5/4/4.5% of maximum health ⇒ 2/2.5/3/3.5/4% of maximum health",,Base health decreased. Armor growth decreased. E bonus attack damage decreased.,"Base health decreased. Armor growth decreased. E bonus attack damage decreased.
Base Stats
Base Health : 653 ⇒ 613
Armor Growth : 4.2 ⇒ 3.7
E - Blunt Force Trauma
Bonus Attack Damage : 2.5/3/3.5/4/4.5% of maximum health ⇒ 2/2.5/3/3.5/4% of maximum health"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Fiora,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}",,,"[Q - Lunge]
Physical Damage : 70/80/90/100/110 (+ 95/100/105/110/115% bonus AD) ⇒ 70/80/90/100/110 (+ 90/95/100/105/110% bonus AD)",,,,"Passive AD scaling decreased. Q bonus AD scaling decreased.
Passive - Duelist’s Dance
Maximum Health Damage AD Scaling : 4.5% maximum health true damage per 100 AD ⇒ 4% maximum health true damage per 100 AD","Passive AD scaling decreased. Q bonus AD scaling decreased.
Passive - Duelist’s Dance
Maximum Health Damage AD Scaling : 4.5% maximum health true damage per 100 AD ⇒ 4% maximum health true damage per 100 AD
Q - Lunge
Physical Damage : 70/80/90/100/110 (+ 95/100/105/110/115% bonus AD) ⇒ 70/80/90/100/110 (+ 90/95/100/105/110% bonus AD)"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Jax,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}",,,"[Q - Leap Strike]
Physical Damage : 65/105/145/185/225 (+100% bonus AD)(+60% AP) ⇒ 65/105/145/185/225 (+100% bonus AD) (+0% AP)",,"[E - Counter Strike]
Minimum Damage : 55/80/105/130/155 (+50% bonus AD) Physical Damage ⇒ 55/85/115/145/175 (+4% max HP of the target) (+100% AP) Magic Damage
Bonus Damage per Attack Dodged : 20% of total damage ⇒ 20% of base damage","[R - Grandmaster’s Might]
Cooldown : 80 seconds ⇒ 100/90/80 seconds
3rd Hit Passive Bonus Magic Damage : 100/140/180 (+ 70% AP) ⇒ 80/120/160 (+ 60% AP)
new Imagine if I had a Real Animation : Jax’s R passive now has updated animations, sound effects, and visual effects
new NEW ACTIVE : Jax swings his lantern around him, dealing 150/250/350 (+100% AP) magic damage to nearby enemies. If he hits a champion he gains 25/45/65 (+40% bonus AD) Armor plus 15/20/25% (+10% bonus AD) per champion hit, as well as 60% of that value as Magic Resist for the next 8 seconds. During this time the passive damage applies every 2nd attack instead of every 3rd.
Other
new Imagine if I had a Real Icon : Jax’s spell icons have all been updated
new Imagine if I had a Reel Weapon : Jax’s secret passive, fishing, has been added to the game",,"Q - Leap Strike
Physical Damage : 65/105/145/185/225 (+100% bonus AD)(+60% AP) ⇒ 65/105/145/185/225 (+100% bonus AD) (+0% AP)
E - Counter Strike
Minimum Damage : 55/80/105/130/155 (+50% bonus AD) Physical Damage ⇒ 55/85/115/145/175 (+4% max HP of the target) (+100% AP) Magic Damage
Bonus Damage per Attack Dodged : 20% of total damage ⇒ 20% of base damage
R - Grandmaster’s Might
Cooldown : 80 seconds ⇒ 100/90/80 seconds
3rd Hit Passive Bonus Magic Damage : 100/140/180 (+ 70% AP) ⇒ 80/120/160 (+ 60% AP)
new Imagine if I had a Real Animation : Jax’s R passive now has updated animations, sound effects, and visual effects
new NEW ACTIVE : Jax swings his lantern around him, dealing 150/250/350 (+100% AP) magic damage to nearby enemies. If he hits a champion he gains 25/45/65 (+40% bonus AD) Armor plus 15/20/25% (+10% bonus AD) per champion hit, as well as 60% of that value as Magic Resist for the next 8 seconds. During this time the passive damage applies every 2nd attack instead of every 3rd.
Other
new Imagine if I had a Real Icon : Jax’s spell icons have all been updated
new Imagine if I had a Reel Weapon : Jax’s secret passive, fishing, has been added to the game"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Jayce,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}","[Base Stats]
Base Attack Damage : 54 ⇒ 57
Q (Hammer Form) - To the Skies!
Base Physical Damage : 55/100/145/190/235/280 ⇒ 60/110/160/210/260/310
W (Hammer Form) - Lightning Field
Magic Damage Per Second : 25/40/55/70/85/100 ⇒ 35/50/65/80/95/110",,,,,,Base AD increased. Q (Hammer Form) base damage increased. W (Hammer Form) damage increased.,"Base AD increased. Q (Hammer Form) base damage increased. W (Hammer Form) damage increased.
Base Stats
Base Attack Damage : 54 ⇒ 57
Q (Hammer Form) - To the Skies!
Base Physical Damage : 55/100/145/190/235/280 ⇒ 60/110/160/210/260/310
W (Hammer Form) - Lightning Field
Magic Damage Per Second : 25/40/55/70/85/100 ⇒ 35/50/65/80/95/110"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,K'Sante,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}","[Base Stats]
Base Movement Speed : 335 ⇒ 330
Passive - Dauntless Instinct
Base Damage : 10-25 (based on level) ⇒ 5-20 (based on level)",,,"[W - Path Maker]
Minimum Physical Damage : 4.25/4.5/4.75/5/5.25% of target's maximum health ⇒ 2/2.25/2.5/2.75/3% of target's maximum health
Maximum Physical Damage : 8.25/8.5/8.75/9/9.25% of target's maximum health ⇒ 7/7.25/7.5/7.75/8% of target's maximum health",,,Base movement speed decreased. Passive base damage decreased. W physical damage decreased.,"Base movement speed decreased. Passive base damage decreased. W physical damage decreased.
Base Stats
Base Movement Speed : 335 ⇒ 330
Passive - Dauntless Instinct
Base Damage : 10-25 (based on level) ⇒ 5-20 (based on level)
W - Path Maker
Minimum Physical Damage : 4.25/4.5/4.75/5/5.25% of target's maximum health ⇒ 2/2.25/2.5/2.75/3% of target's maximum health
Maximum Physical Damage : 8.25/8.5/8.75/9/9.25% of target's maximum health ⇒ 7/7.25/7.5/7.75/8% of target's maximum health"
2023-01-10,2023-01-10 19:00:00+00:00,Patch 13.1 notes,Lissandra,https://www.leagueoflegends.com/en-us/news/game-updates/patch-13-1-notes/,"{'type': 'html', 'body': 'Welcome to the 2023 Ranked season of League and patch 13.1, the first patch of the New Year!'}","[Base Stats]
Health Growth : 104 ⇒ 110",,"[Q - Ice Shard]
Slow : 16/19/22/25/28% ⇒ 20/24/28/32/36%","[W - Ring of Frost]
Cooldown : 14/13/12/11/10 seconds ⇒ 12/11/10/9/8 seconds",,,Health growth increased. Q slow increased. W cooldown decreased.,"Health growth increased. Q slow increased. W cooldown decreased.
Base Stats
Health Growth : 104 ⇒ 110
Q - Ice Shard
Slow : 16/19/22/25/28% ⇒ 20/24/28/32/36%
W - Ring of Frost
Cooldown : 14/13/12/11/10 seconds ⇒ 12/11/10/9/8 seconds"
